code,url,quality,gsc_impressions,gsc_clicks,decision,reason
P0228,https://www.obd2hq.com/tr/kodlar/p0228,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0228,https://www.obd2hq.com/fr/codes/p0228,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0229,https://www.obd2hq.com/en/codes/p0229,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0229,https://www.obd2hq.com/de/codes/p0229,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0229,https://www.obd2hq.com/es/codigos/p0229,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0229,https://www.obd2hq.com/tr/kodlar/p0229,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0229,https://www.obd2hq.com/fr/codes/p0229,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0230,https://www.obd2hq.com/en/codes/p0230,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0230,https://www.obd2hq.com/de/codes/p0230,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0230,https://www.obd2hq.com/es/codigos/p0230,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0230,https://www.obd2hq.com/tr/kodlar/p0230,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0230,https://www.obd2hq.com/fr/codes/p0230,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0231,https://www.obd2hq.com/en/codes/p0231,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0231,https://www.obd2hq.com/de/codes/p0231,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0231,https://www.obd2hq.com/es/codigos/p0231,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0231,https://www.obd2hq.com/tr/kodlar/p0231,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0231,https://www.obd2hq.com/fr/codes/p0231,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0232,https://www.obd2hq.com/en/codes/p0232,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0232,https://www.obd2hq.com/de/codes/p0232,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0232,https://www.obd2hq.com/es/codigos/p0232,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0232,https://www.obd2hq.com/tr/kodlar/p0232,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0232,https://www.obd2hq.com/fr/codes/p0232,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0233,https://www.obd2hq.com/en/codes/p0233,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0233,https://www.obd2hq.com/de/codes/p0233,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0233,https://www.obd2hq.com/es/codigos/p0233,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0233,https://www.obd2hq.com/tr/kodlar/p0233,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0233,https://www.obd2hq.com/fr/codes/p0233,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0244,https://www.obd2hq.com/en/codes/p0244,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0244,https://www.obd2hq.com/de/codes/p0244,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0244,https://www.obd2hq.com/es/codigos/p0244,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0244,https://www.obd2hq.com/tr/kodlar/p0244,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0244,https://www.obd2hq.com/fr/codes/p0244,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0245,https://www.obd2hq.com/en/codes/p0245,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0245,https://www.obd2hq.com/de/codes/p0245,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0245,https://www.obd2hq.com/es/codigos/p0245,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0245,https://www.obd2hq.com/tr/kodlar/p0245,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0245,https://www.obd2hq.com/fr/codes/p0245,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0246,https://www.obd2hq.com/en/codes/p0246,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0246,https://www.obd2hq.com/de/codes/p0246,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0246,https://www.obd2hq.com/es/codigos/p0246,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0246,https://www.obd2hq.com/tr/kodlar/p0246,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0246,https://www.obd2hq.com/fr/codes/p0246,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0247,https://www.obd2hq.com/en/codes/p0247,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0247,https://www.obd2hq.com/de/codes/p0247,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0247,https://www.obd2hq.com/es/codigos/p0247,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0247,https://www.obd2hq.com/tr/kodlar/p0247,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0247,https://www.obd2hq.com/fr/codes/p0247,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0248,https://www.obd2hq.com/en/codes/p0248,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0248,https://www.obd2hq.com/de/codes/p0248,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0248,https://www.obd2hq.com/es/codigos/p0248,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0248,https://www.obd2hq.com/tr/kodlar/p0248,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0248,https://www.obd2hq.com/fr/codes/p0248,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0249,https://www.obd2hq.com/en/codes/p0249,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0249,https://www.obd2hq.com/de/codes/p0249,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0249,https://www.obd2hq.com/es/codigos/p0249,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0249,https://www.obd2hq.com/tr/kodlar/p0249,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0249,https://www.obd2hq.com/fr/codes/p0249,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0250,https://www.obd2hq.com/en/codes/p0250,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0250,https://www.obd2hq.com/de/codes/p0250,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0250,https://www.obd2hq.com/es/codigos/p0250,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0250,https://www.obd2hq.com/tr/kodlar/p0250,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0250,https://www.obd2hq.com/fr/codes/p0250,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0252,https://www.obd2hq.com/en/codes/p0252,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0252,https://www.obd2hq.com/de/codes/p0252,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0252,https://www.obd2hq.com/es/codigos/p0252,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0252,https://www.obd2hq.com/tr/kodlar/p0252,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0252,https://www.obd2hq.com/fr/codes/p0252,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0253,https://www.obd2hq.com/en/codes/p0253,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0253,https://www.obd2hq.com/de/codes/p0253,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0253,https://www.obd2hq.com/es/codigos/p0253,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0253,https://www.obd2hq.com/tr/kodlar/p0253,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0253,https://www.obd2hq.com/fr/codes/p0253,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0254,https://www.obd2hq.com/en/codes/p0254,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0254,https://www.obd2hq.com/de/codes/p0254,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0254,https://www.obd2hq.com/es/codigos/p0254,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0254,https://www.obd2hq.com/tr/kodlar/p0254,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0254,https://www.obd2hq.com/fr/codes/p0254,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0255,https://www.obd2hq.com/en/codes/p0255,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0255,https://www.obd2hq.com/de/codes/p0255,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0255,https://www.obd2hq.com/es/codigos/p0255,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0255,https://www.obd2hq.com/tr/kodlar/p0255,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0255,https://www.obd2hq.com/fr/codes/p0255,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0256,https://www.obd2hq.com/en/codes/p0256,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0256,https://www.obd2hq.com/de/codes/p0256,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0256,https://www.obd2hq.com/es/codigos/p0256,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0256,https://www.obd2hq.com/tr/kodlar/p0256,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0256,https://www.obd2hq.com/fr/codes/p0256,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0257,https://www.obd2hq.com/en/codes/p0257,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0257,https://www.obd2hq.com/de/codes/p0257,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0257,https://www.obd2hq.com/es/codigos/p0257,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0257,https://www.obd2hq.com/tr/kodlar/p0257,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0257,https://www.obd2hq.com/fr/codes/p0257,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0258,https://www.obd2hq.com/en/codes/p0258,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0258,https://www.obd2hq.com/de/codes/p0258,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
P0258,https://www.obd2hq.com/es/codigos/p0258,fallback_without_gsc_signal,0,0,SITEMAP_REMOVE_KEEP_CRAWLABLE,fallback_without_gsc_signal
