code,recovery_score,historical_impressions,historical_clicks,best_position_seen,search_demand_score,diagnostic_usefulness_score,content_weakness,existing_internal_authority,code_system,recommended_strategy,target_primary_url,supporting_vehicle_urls,triggering_queries
P0113,89,25,0,8.8,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0113,/en/codes/p0113 | /es/codigos/p0113,jeep p0113 | hyundai p0113
P0243,88,16,0,9.3,24,18,high,vehicle-targeted,boost_turbo_fuel_pressure,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0243,/en/suzuki/jimny/p0243,dtc p0243 suzuki
P0134,85,18,0,10.3,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0134,/en/codes/p0134,dtc p0134 mazda
P0105,82,11,0,6.4,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0105,/en/codes/p0105,dtc p0105 ford
P0106,81,10,0,11.7,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0106,/en/codes/p0106,dtc p0106 volkswagen
P0297,73,10,0,9.5,24,10,high,general,powertrain_general,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0297,/en/codes/p0297,dtc p0297 ford
P0538,63,22,0,9,8,10,high,general,idle_speed_vehicle_speed,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0538,/en/codes/p0538,eobd/obdii p0538
P0509,62,19,0,10.6,8,10,high,general,idle_speed_vehicle_speed,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0509,/en/codes/p0509,eobd/obdii p0509
P0104,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0104,,
P0107,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0107,,
P0108,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0108,,
P0109,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0109,,
P0111,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0111,,
P0112,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0112,,
P0114,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0114,,
P0115,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0115,,
P0116,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0116,,
P0117,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0117,,
P0118,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0118,,
P0119,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0119,,
P0120,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0120,,
P0121,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0121,,
P0122,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0122,,
P0123,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0123,,
P0124,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0124,,
P0126,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0126,,
P0127,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0127,,
P0128,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0128,,
P0129,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0129,,
P0130,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0130,,
P0131,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0131,,
P0132,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0132,,
P0133,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0133,,
P0136,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0136,,
P0137,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0137,,
P0138,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0138,,
P0139,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0139,,
P0140,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0140,,
P0141,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0141,,
P0142,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0142,,
P0143,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0143,,
P0144,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0144,,
P0145,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0145,,
P0146,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0146,,
P0147,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0147,,
P0150,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0150,,
P0151,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0151,,
P0152,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0152,,
P0153,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0153,,
P0154,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0154,,
P0155,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0155,,
P0156,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0156,,
P0157,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0157,,
P0158,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0158,,
P0159,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0159,,
P0160,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0160,,
P0161,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0161,,
P0162,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0162,,
P0163,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0163,,
P0164,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0164,,
P0165,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0165,,
P0166,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0166,,
P0167,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0167,,
P0168,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0168,,
P0169,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0169,,
P0170,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0170,,
P0173,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0173,,
P0176,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0176,,
P0177,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0177,,
P0178,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0178,,
P0179,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0179,,
P0180,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0180,,
P0181,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0181,,
P0182,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0182,,
P0184,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0184,,
P0185,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0185,,
P0186,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0186,,
P0187,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0187,,
P0188,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0188,,
P0189,60,0,0,,24,18,high,general,sensor_air_fuel_o2,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0189,,
P0200,60,0,0,,24,18,high,general,injector_cylinder_fuel_control,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0200,,
P0202,60,0,0,,24,18,high,general,injector_cylinder_fuel_control,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0202,,
P0204,60,0,0,,24,18,high,general,injector_cylinder_fuel_control,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0204,,
P0205,60,0,0,,24,18,high,general,injector_cylinder_fuel_control,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0205,,
P0206,60,0,0,,24,18,high,general,injector_cylinder_fuel_control,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0206,,
P0207,60,0,0,,24,18,high,general,injector_cylinder_fuel_control,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0207,,
P0208,60,0,0,,24,18,high,general,injector_cylinder_fuel_control,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0208,,
P0209,60,0,0,,24,18,high,general,injector_cylinder_fuel_control,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0209,,
P0210,60,0,0,,24,18,high,general,injector_cylinder_fuel_control,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0210,,
P0211,60,0,0,,24,18,high,general,injector_cylinder_fuel_control,Create verified raw-gold DTC record before sitemap expansion; add code-specific diagnostic sequence and semantic links.,/en/codes/p0211,,
